P_t,P_x,T_t,T_p
        3.1338185072,-0.134949,        2.9462190866,-0.068665
        3.1658581495,-0.203979,        3.1499385834,-0.189880
        3.2377101183,-0.218445,        3.1789956093,-0.223938
        3.2564755678,-0.126892,        3.2457475662,-0.218445
        3.3381015062,-0.127991,        3.2618274689,-0.126892
        3.4047499895,-0.142456,        3.3940130472,-0.107849
        3.4332284927,-0.217163,        3.4152785540,-0.165894
        3.5925785303,-0.185303,        3.4945445061,-0.143555
        3.6485440731,-0.137695,        3.6377115250,-0.106934
        3.6646790504,-0.162231,        3.6593041420,-0.154724
        3.7205355167,-0.136414,        3.6777679920,-0.175232
        3.7334589958,-0.163513,        3.7308166027,-0.149048
        3.8051584959,-0.284546,        3.7604440451,-0.194458
        3.8212549686,-0.306152,        3.8158946037,-0.293701
        3.8665610552,-0.279053,        3.8319430351,-0.294067
        4.0820871592,-0.025452,        3.8719360828,-0.266418
        4.6905070543,2.378174,        4.4626051188,0.329041
        4.7569285631,0.152344,        4.7249450684,-0.532654
        4.7808840275,0.165344,        4.7755190134,0.165344
        4.8126419783,-0.036438,        4.8024125099,0.007324
        4.8417750597,0.032959,        4.8310300112,0.014099
        4.9030580521,0.050171,        4.8950464725,0.029297
        5.2188431025,0.087708,        5.2134726048,0.087708
        5.2719860077,-0.062805,        5.2398695946,0.024536
        5.3410359621,-0.302673,        5.2745645046,-0.062805
        5.3571455479,-0.148132,        5.3464186192,-0.302673
        5.4795295000,-0.136597,        5.3678774834,-0.001648
        5.6438699961,-0.132568,        5.4898549318,-0.283997
        5.6885795593,-0.143188,        5.6728945971,-0.128174
        5.7660840750,-0.123962,        5.7445930243,-0.098694
        5.8398845196,-0.118469,        5.8107376099,-0.099976
        5.8717515469,-0.111694,        5.8614665270,-0.094299
        5.9171295166,-0.033508,        5.9119884968,-0.033508
        5.9991800785,-0.073608,        5.9274410009,-0.071777
        6.0282245874,-0.088257,        6.0150915384,-0.087158
        6.0703405142,-0.127075,        6.0494019985,-0.119019
        6.1208860874,-0.257080,        6.0891056061,-0.130188
        6.2778650522,0.126343,        6.1532200575,-0.220093
        6.3331509829,0.433228,        6.2830705643,0.307617
        6.3655145168,0.119385,        6.3385145664,0.433228
        6.4317131042,0.197205,        6.4160679579,0.193359
        6.7374279499,0.202698,        6.7323189974,0.202698
        7.0031605959,0.519836,        6.7534530163,0.253967
        7.0587680340,0.044495,        7.0349875689,-0.471863
        7.1066495180,0.044312,        7.0959016085,0.065369
        7.1410870552,-0.013550,        7.1196875572,-0.084412
        7.1625255346,0.081665,        7.1518305540,0.035339
        7.3910615444,0.062622,        7.3802665472,0.104004
        7.5025295019,0.048340,        7.4971530437,0.033508
        7.6801791191,-0.125061,        7.5503240824,-0.020142
        7.8187445402,-0.160217,        7.6856670380,-0.181641
        7.8742890358,-0.116272,        7.8238450289,-0.144104
        7.9507790804,-0.168274,        7.9115614891,-0.128357
        8.0013500452,-0.172852,        7.9615060091,-0.202332
        8.1624900103,-0.182739,        8.1235059500,-0.111145
        8.2045429945,-0.148499,        8.1678445339,-0.182739
        8.2712510824,-0.251038,        8.2152905464,-0.184753
        8.3483549356,-0.296082,        8.3165509701,-0.167542
        8.6493695974,0.190796,        8.3831681013,-0.199585
        8.8247796297,0.043945,        8.8220779896,0.043945
        9.0268419981,0.140808,        9.0214550495,0.124695
        9.1989685297,0.538147,        9.0930545330,0.474976
        9.2469365597,4.039673,        9.2042001486,0.499878
        9.3022950888,0.087158,        9.2866985798,-1.059265
        9.4803135395,0.019775,        9.4588755369,0.096863
        9.5147345066,0.085693,        9.5093270540,0.124146
        9.6241700649,0.060425,        9.6187990904,0.060425
        9.6533445120,0.063354,        9.6478589773,0.063354
        9.7729735374,0.021606,        9.7410449982,-0.066650
        9.9195195436,-0.273193,        9.7971625328,0.030945
        9.9781985283,-0.133118,        9.9248195887,-0.199402
       10.0181699991,-0.178345,        9.9835835695,-0.086609
       10.0341335535,-0.140808,       10.0233861208,-0.178345
       10.1005541086,-0.130371,       10.0556551218,-0.116272
       10.2338786125,-0.094116,       10.1245765686,-0.090088
       10.3160514832,-0.123962,       10.2392565012,-0.094116
       10.3849010468,-0.144470,       10.3661675453,-0.098877
       10.4405670166,-0.152527,       10.4060965776,-0.072510
       10.4993156195,-0.234375,       10.4620010853,-0.069214
       10.6345890760,-0.078003,       10.5786100626,-0.201050
       10.8397520781,0.084778,       10.6399614811,-0.078003
       10.8505156040,0.094849,       10.8451405764,0.094849
       10.9723739624,0.073608,       10.9672095776,0.059509
       11.3662365675,0.624390,       11.2497100830,0.266235
       11.4539300203,0.128174,       11.3716346025,0.588318
       11.4912155867,0.592529,       11.4590255022,0.385803
       11.5366106033,0.165894,       11.5096760988,-1.387024
       11.5657939911,0.356506,       11.5603235960,0.321899
       11.6432570219,0.120850,       11.6379436255,0.147949
       11.7091320753,0.117188,       11.6989326477,0.130371
       11.7252861261,0.014832,       11.7198985815,0.014832
       11.7651745081,0.088257,       11.7598530054,0.088257
       11.8575100899,0.029663,       11.8472516537,0.079834
       11.8870630264,0.005493,       11.8680989742,0.004028
       12.0757384300,-0.116638,       11.9426980019,0.017212
       12.1179651022,-0.093384,       12.0859775543,-0.116089
       12.1841859818,-0.094116,       12.1309264898,-0.078918
       12.3407940865,-0.084045,       12.1976220608,-0.082947
       12.3618935347,-0.063538,       12.3511875868,-0.060425
       12.3860111237,-0.079468,       12.3726090193,-0.071411
       12.4069570303,-0.080566,       12.3964780569,-0.088257
       12.6061381102,-0.164978,       12.5081479549,-0.103638
       12.6965705156,-0.189514,       12.6723635197,-0.155273
       12.9571114779,0.057861,       12.7073110342,-0.163513
       13.3446290493,0.157837,       13.3395221233,0.110962
       13.3603529930,0.222107,       13.3550111055,0.222107
       13.5278530121,4.302612,       13.3710415363,0.303040
       13.5812486410,0.285645,       13.5545920134,-1.689880
       13.6053000689,0.329407,       13.6001230478,0.329407
       13.7330100536,0.120667,       13.7276486158,0.120667
       13.8047980070,0.157654,       13.7996095419,0.145203
       13.9158339500,0.071960,       13.9104524851,0.071960
       13.9637585878,-0.002747,       13.9477460384,0.079285
       13.9932495356,0.015564,       13.9745355844,0.013000
       14.0145264864,0.051453,       14.0037465096,0.038452
       14.0650736094,-0.043030,       14.0252641439,-0.013000
       14.1314400434,-0.075623,       14.0758324862,-0.024536
       14.3151775599,-0.123596,       14.1524879932,-0.060059
       14.3415036201,-0.128174,       14.3205550909,-0.152527
       14.4345359802,-0.152527,       14.3919341564,-0.077454
       14.5808885098,-0.242432,       14.4797140360,-0.111328
       14.6520905495,-0.325378,       14.6174850464,-0.026733
       14.9340095520,0.118469,       14.6788096428,-0.204895
       15.2051070929,-0.054749,       15.2015355825,-0.036255
       15.3130151033,0.233459,       15.3052279949,0.207092
       15.4722986221,3.435242,       15.3181289434,0.233459
       15.5399285555,0.028564,       15.5111711025,-0.916626
       15.7450269461,0.070129,       15.7396459579,0.070129
       15.8727641106,-0.028748,       15.8650031090,-0.028748
       15.9258770943,-0.048523,       15.9154554605,0.033142
       16.0645616055,-0.127625,       15.9712195396,-0.021423
       16.0831409693,-0.100159,       16.0777266026,-0.073608
       16.1551669836,-0.089722,       16.0938670635,-0.140808
       16.2422320843,-0.098328,       16.1656769514,-0.097778
       16.2927165031,-0.085876,       16.2476130724,-0.125793
       16.3087960482,-0.020142,       16.3034371138,-0.020142
       16.3217129707,-0.163879,       16.3191175461,-0.024719
       16.3695685863,-0.146118,       16.3270665407,-0.163879
       16.4247881174,-0.162964,       16.4194935560,-0.162964
       16.6026885509,-0.198669,       16.4989484549,-0.123047
       16.7374135256,-0.011719,       16.6154460907,-0.258911
       16.8623265028,0.227600,       16.7427965403,-0.113525
       16.8676995039,0.270813,       16.8650115728,0.227600
       16.8811506033,0.309998,       16.8703880310,0.270813
       16.9479800463,-0.008606,       16.9426095486,0.085327
       17.0142796040,-0.076355,       17.0090180635,-0.060059
       17.3416905403,0.204346,       17.2566190958,0.360901
       17.4396414757,5.796204,       17.4127656221,-0.000549
       17.4499444962,-0.188965,       17.4448410273,2.154785
       17.4633389711,-1.097168,       17.4579265118,-0.215149
       17.5004454851,0.039734,       17.4740825891,-1.557312
       17.5672584772,0.026917,       17.5618820190,-0.009888
       17.7240685225,0.077087,       17.7185190916,0.102173
       17.7848125696,0.047058,       17.7794425488,0.048706
       17.8515214920,-0.052002,       17.8380815983,0.011169
       17.9278734922,-0.020874,       17.9015425444,0.019043
       18.0178561211,-0.035889,       17.9387350082,-0.041748
       18.1563600302,-0.208923,       18.0339710712,-0.067749
       18.2285519838,-0.184753,       18.1617236137,-0.196655
       18.2497276068,-0.119751,       18.2339349985,-0.184753
       18.3317919970,-0.075439,       18.2599204779,-0.102722
       18.3930574656,-0.110779,       18.3502335548,-0.095398
       18.4723584652,-0.082581,       18.4669065475,-0.052551
       18.5752955675,-0.473511,       18.5144704580,-0.047058
       18.6151790619,-0.243896,       18.6047610044,-0.165527
       18.7828370333,0.537231,       18.6258496046,-0.310547
       18.8469614983,0.185303,       18.7882120609,0.537231
       18.9931925535,0.008789,       18.9878599644,0.008789
       19.3814810514,0.753113,       19.2482645512,0.317688
       19.4294370413,1.400024,       19.3865865469,0.703125
       19.4805846214,0.245178,       19.4589910507,-1.180664
       19.6694895029,0.195740,       19.6641315222,0.174133
       19.8690944910,0.049988,       19.8228750229,0.069580
       19.9558686018,-0.001282,       19.8845740557,0.017578
       19.9744585752,0.014282,       19.9717760086,0.014282
       20.0189210176,-0.108765,       20.0009280443,-0.004578
       20.0403674841,0.010620,       20.0242850780,-0.108765
       20.1675400734,-0.033691,       20.0564556122,-0.014282
       20.1942510605,-0.045593,       20.1781195402,-0.037537
       20.3163239956,-0.030945,       20.2049770355,-0.040100
       20.4006435871,-0.015198,       20.3399235010,-0.015015
       20.4273179770,-0.063538,       20.4113966227,-0.046143
       20.5821926594,-0.184937,       20.5714590549,-0.179260
       20.8719151020,0.266418,       20.6271884441,-0.096863
       20.9387860298,0.211121,       20.9334081411,0.211121
       21.1327655315,-0.081299,       21.1274485588,-0.081299
       21.1937520504,-0.032776,       21.1885139942,-0.032776
       21.3935775757,0.570740,       21.2872306108,0.373352
       21.5365051031,0.069031,       21.3986850977,0.546753
       21.5929424763,0.220093,       21.5634280443,-0.876160
       21.6649510860,-0.021973,       21.6516854763,-0.042114
       21.7259120941,0.133118,       21.7205535173,0.133118
       21.8588916063,0.023254,       21.8535259962,0.038269
       21.9198875427,0.053833,       21.9145286083,0.053833
       22.0956696272,-0.135498,       21.9462906122,0.032959
       22.1171605587,-0.054932,       22.1064255238,-0.075623
       22.1781154871,-0.081482,       22.1672300100,-0.059875
       22.2018465996,-0.085876,       22.1964745522,-0.085876
       22.3080996275,-0.151245,       22.2470695972,-0.104553
       22.3720065355,-0.117188,       22.3242160082,-0.152527
       22.3797945976,-0.117188,       22.3745934963,-0.117188
       22.4276729822,-0.150513,       22.4013140202,-0.105103
       22.4411025047,-0.205078,       22.4330500364,-0.183472
       22.4890500307,-0.098145,       22.4836785793,-0.075439
       22.5606369972,-0.156555,       22.4998165369,-0.072144
       22.6350929737,-0.139343,       22.6270171404,-0.123962
       22.6775095463,-0.146484,       22.6721470356,-0.108032
       22.6990855932,-0.144653,       22.6937220097,-0.144653
       22.7227725983,-0.106934,       22.7124561071,-0.112793
       22.8846070766,-0.211853,       22.8396365643,-0.146118
       22.9219980240,-0.185669,       22.8897025585,-0.237854
       22.9622390270,-0.174866,       22.9327245951,-0.166077
       22.9783545732,-0.166626,       22.9676275253,-0.161499
       22.9993320704,-0.198853,       22.9887011051,-0.178711
       23.0554250479,-0.180359,       23.0500349998,-0.162598
       23.0822595358,-0.203613,       23.0662140846,-0.189148
       23.1114270687,-0.188232,       23.0952185392,-0.189331
       23.1381425858,-0.201965,       23.1221160889,-0.191528
       23.1615955830,-0.191162,       23.1432790756,-0.195007
       23.1829895973,-0.185669,       23.1776310205,-0.187683
,,,       23.1936625242,-0.179443
